"code","parent"
"E05001378","E05001378"
"E05001379","E05001379"
"E05001380","E05001380"
"E05001381","E05001381"
"E05001382","E05001382"
"E05001383","E05001383"
"E05001384","E05001384"
"E05001385","E05001385"
"E05001386","E05001386"
"E05001387","E05001387"
"E05001389","E05001389"
"E05001390","E05001390"
"E05001391","E05001391"
"E05001392","E05001392"
"E05001393","E05001393"
"E05001396","E05001396"
"E05001397","E05001397"
"E05001398","E05001398"
"E05001399","E05001399"
"E05001400","E05001400"
"E05001401","E05001401"
"E05001402","E05001402"
"E05001403","E05001403"
"E05001405","E05001405"
"E05001407","E05001407"
"E05001408","E05001408"
"E05001409","E05001409"
"E05001410","E05001410"
"E05001444","E05001444"
"E05001445","E05001445"
"E05001446","E05001446"
"E05001447","E05001447"
"E05001448","E05001448"
"E05001449","E05001449"
"E05001450","E05001450"
"E05001451","E05001451"
"E05001452","E05001452"
"E05001453","E05001453"
"E05001454","E05001454"
"E05001455","E05001455"
"E05001456","E05001456"
"E05001457","E05001457"
"E05001458","E05001458"
"E05001459","E05001459"
"E05001460","E05001460"
"E05001461","E05001461"
"E05001462","E05001462"
"E05001463","E05001463"
"E05001464","E05001464"
"E05001527","E05001527"
"E05001528","E05001528"
"E05001529","E05001529"
"E05001530","E05001530"
"E05001531","E05001531"
"E05001532","E05001532"
"E05001533","E05001533"
"E05001534","E05001534"
"E05001535","E05001535"
"E05001536","E05001536"
"E05001537","E05001537"
"E05001538","E05001538"
"E05001539","E05001539"
"E05001540","E05001540"
"E05001541","E05001541"
"E05001542","E05001542"
"E05001543","E05001543"
"E05001544","E05001544"
"E05001545","E05001545"
"E05001546","E05001546"
"E05001547","E05001547"
"E05001548","E05001548"
"E05001549","E05001549"
"E05001550","E05001550"
"E05001551","E05001551"
"E05001552","E05001552"
"E05001577","E05001577"
"E05001578","E05001578"
"E05001579","E05001579"
"E05001580","E05001580"
"E05001581","E05001581"
"E05001582","E05001582"
"E05001583","E05001583"
"E05001584","E05001584"
"E05001585","E05001585"
"E05001586","E05001586"
"E05001587","E05001587"
"E05001588","E05001588"
"E05001589","E05001589"
"E05001590","E05001590"
"E05001591","E05001591"
"E05001592","E05001592"
"E05001593","E05001593"
"E05001594","E05001594"
"E05001595","E05001595"
